date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:16:58	29282/29282	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fde4bf9676820d2772970b55f8b93d06%22	https://www.helltruth.com/DependencyHandler.axd/ce4437c9d75127eb4bd95445518924a9/359/js	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/DependencyHandler.axd/ce4437c9d75127eb4bd95445518924a9/359/js.js	(from https://www.helltruth.com/)
11:16:59	8444/8444	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fc05af8bfe84ec2b6441181345714f09%22	https://www.helltruth.com/DependencyHandler.axd/56089e3a4b3a348adf00b783559c3978/359/js	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/DependencyHandler.axd/56089e3a4b3a348adf00b783559c3978/359/js.js	(from https://www.helltruth.com/)
11:16:59	27776/27776	---M--	200	added ('OK')	image/png	etag:%221W/CGeQr3SkXQ0bshAF7QnRSeoq0rYZw39sI6+gceH4%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/skin/helltruth-logo.png	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/skin/helltruth-logo.png	(from https://www.helltruth.com/)
11:16:59	26819/26819	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:16:58%20GMT	https://www.helltruth.com/history	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/history.html	(from https://www.helltruth.com/)
11:16:59	36901/36901	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:16:58%20GMT	https://www.helltruth.com/q-a	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/q-a.html	(from https://www.helltruth.com/)
11:17:00	44001/44001	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:16:59%20GMT	https://www.helltruth.com/free-resources/video-library	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/video-library.html	(from https://www.helltruth.com/)
11:17:00	41749/41749	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:16:59%20GMT	https://www.helltruth.com/free-resources/audio-library	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/audio-library.html	(from https://www.helltruth.com/)
11:17:01	40985/40985	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:16:59%20GMT	https://www.helltruth.com/free-resources/book-and-article-library	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/book-and-article-library.html	(from https://www.helltruth.com/)
11:17:01	29201/29201	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:00%20GMT	https://www.helltruth.com/free-resources/article-library	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/article-library.html	(from https://www.helltruth.com/)
11:17:02	298709/298709	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:00%20GMT	https://www.helltruth.com/free-resources/request-free-book	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/request-free-book.html	(from https://www.helltruth.com/)
11:17:02	21993/21993	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:00%20GMT	https://www.helltruth.com/bible-studies	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/bible-studies.html	(from https://www.helltruth.com/)
11:17:02	24276/24276	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:01%20GMT	https://www.helltruth.com/store	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/store.html	(from https://www.helltruth.com/)
11:17:03	300113/300113	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:01%20GMT	https://www.helltruth.com/contact-us	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/contact-us.html	(from https://www.helltruth.com/)
11:17:03	19899/19899	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:01%20GMT	https://www.helltruth.com/home/site-search	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/home/site-search.html	(from https://www.helltruth.com/)
11:17:03	662/662	---M--	200	added ('OK')	image/jpeg	etag:%22mcM1bv3rKT1HyUORLO+YBSVRHlDZhxsxQeAI9O8B8lU%22	https://manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/search.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/search.jpg	(from https://www.helltruth.com/)
11:17:03	1002/1002	---M--	200	added ('OK')	image/jpeg	etag:%22r2TKLzXQWVXWC/XbEyArrD4Rm5Bt4Cxf7UqbAC5PGm0%22	https://manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/hamburger.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/hamburger.jpg	(from https://www.helltruth.com/)
11:17:03	539/539	---M--	200	added ('OK')	image/png	etag:%22T7KpeXha8kYKBNfelXyuWVXuwnT/eRSCS/W2PsnLFA4%22	https://manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/menu-open.png	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/menu-open.png	(from https://www.helltruth.com/)
11:17:04	537/537	---M--	200	added ('OK')	image/png	etag:%22ErqzZOuAn9mSho8QO9SUB10Fc/J3YvYRBbQncdCnYWs%22	https://manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/menu-close.png	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/multiple/images/skin/menu-close.png	(from https://www.helltruth.com/)
11:17:04	24743/24743	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:03%20GMT	https://www.helltruth.com/free-resources/video-library/id/1677/t/a-tale-about-hell	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/video-library/id/1677/t/a-tale-about-hell.html	(from https://www.helltruth.com/)
11:17:05	74622/74622	---M--	200	added ('OK')	image/jpeg	etag:%2295x2Kuw47POYyD76wvpAwD0ajgvsI/4QE0FIOgp2Bn0%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/truth-about-hell.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/truth-about-hell.jpg	(from https://www.helltruth.com/)
11:17:05	18880/18880	---M--	200	added ('OK')	image/jpeg	etag:%22S8o8eZANXEUUZQNqurk2cC+qDmFU9PPYj8BfpiYOMBM%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hell-truth-mobile.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hell-truth-mobile.jpg	(from https://www.helltruth.com/)
11:17:05	29685/29685	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:04%20GMT	https://www.helltruth.com/free-resources/article-library/id/1870/t/is-hellfire-real-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/article-library/id/1870/t/is-hellfire-real-.html	(from https://www.helltruth.com/)
11:17:06	18934/18934	---M--	200	added ('OK')	image/jpeg	etag:%22iVof237uFOTDLey/dvbUdDusFrSVUvcVXarMFm33OEE%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hath-hell-no-fury-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hath-hell-no-fury-small.jpg	(from https://www.helltruth.com/)
11:17:06	28227/28227	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:05%20GMT	https://www.helltruth.com/free-resources/article-library/id/1871/t/eternal-damnation-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/article-library/id/1871/t/eternal-damnation-.html	(from https://www.helltruth.com/)
11:17:06	16837/16837	---M--	200	added ('OK')	image/jpeg	etag:%22ySf8np6+y6o1Ht82B3mFfwhfkz5LQ3usfQcFkqJwWKg%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/what-about-forever-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/what-about-forever-small.jpg	(from https://www.helltruth.com/)
11:17:06	27116/27116	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:05%20GMT	https://www.helltruth.com/free-resources/article-library/id/1872/t/where-is-hell-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/article-library/id/1872/t/where-is-hell-.html	(from https://www.helltruth.com/)
11:17:07	16547/16547	---M--	200	added ('OK')	image/jpeg	etag:%22TD0KA5VvzOiqYUTzchUrdZeobLq9buUneF88QlhlkAA%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hell-on-earth-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hell-on-earth-small.jpg	(from https://www.helltruth.com/)
11:17:07	33043/33043	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:06%20GMT	https://www.helltruth.com/free-resources/article-library/id/1874/t/what-does-hell-say-about-god-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/article-library/id/1874/t/what-does-hell-say-about-god-.html	(from https://www.helltruth.com/)
11:17:07	30496/30496	---M--	200	added ('OK')	image/jpeg	etag:%221ySQuFqgfUF24AAjqiZSnr6L7jbNE4qVAXPbFbglQh4%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/a-burning-controversy-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/a-burning-controversy-small.jpg	(from https://www.helltruth.com/)
11:17:08	29974/29974	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:06%20GMT	https://www.helltruth.com/free-resources/article-library/id/1873/t/the-story-of-the-rich-man-and-lazarus	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/article-library/id/1873/t/the-story-of-the-rich-man-and-lazarus.html	(from https://www.helltruth.com/)
11:17:08	27801/27801	---M--	200	added ('OK')	image/jpeg	etag:%22WZu3gj94lvZtF6c92D5RnvHjzxe7MfSu38D6dmIsfhg%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/rich-man-and-lazarus-and-dogs-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/rich-man-and-lazarus-and-dogs-small.jpg	(from https://www.helltruth.com/)
11:17:08	25902/25902	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:07%20GMT	https://www.helltruth.com/free-resources/video-library/id/1570/t/what-is-everlasting-fire-in-the-bible-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/video-library/id/1570/t/what-is-everlasting-fire-in-the-bible-.html	(from https://www.helltruth.com/)
11:17:08	6550/6550	---M--	200	added ('OK')	image/jpeg	etag:%22A3/zpUwI9uMsTNIBDQRJHH0SqEDYgWUfBQDA7KGHg4s%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/everlasting-fire-Bible-media.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/everlasting-fire-Bible-media.jpg	(from https://www.helltruth.com/)
11:17:09	27109/27109	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:07%20GMT	https://www.helltruth.com/free-resources/video-library/id/1581/t/what-is-unquenchable-fire-in-the-bible-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/video-library/id/1581/t/what-is-unquenchable-fire-in-the-bible-.html	(from https://www.helltruth.com/)
11:17:09	10639/10639	---M--	200	added ('OK')	image/jpeg	etag:%223XT2v9simaIj0y8Sk/5X5JD6sQVL7jL+54guaitx/RE%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/unquenchable-fire-media.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/unquenchable-fire-media.jpg	(from https://www.helltruth.com/)
11:17:09	27006/27006	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:08%20GMT	https://www.helltruth.com/free-resources/video-library/id/1573/t/what-is-the-final-reward-or-punishment-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/video-library/id/1573/t/what-is-the-final-reward-or-punishment-.html	(from https://www.helltruth.com/)
11:17:10	7397/7397	---M--	200	added ('OK')	image/jpeg	etag:%22BsfQBVFEIoSMqU4c/LvNwTlvrk6shLU8MGlY5KwctNc%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/punishment-for-wicked-media.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/punishment-for-wicked-media.jpg	(from https://www.helltruth.com/)
11:17:10	27385/27385	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:09%20GMT	https://www.helltruth.com/free-resources/video-library/id/1575/t/do-souls-burn-forever-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/video-library/id/1575/t/do-souls-burn-forever-.html	(from https://www.helltruth.com/)
11:17:10	9043/9043	---M--	200	added ('OK')	image/jpeg	etag:%22Pxm7DC+bQCbknU6nm5Wu6LwFYAFbnQPTs6guVF6Qb0w%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/do-souls-burn-forever-media.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/do-souls-burn-forever-media.jpg	(from https://www.helltruth.com/)
11:17:11	27254/27254	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:09%20GMT	https://www.helltruth.com/free-resources/video-library/id/1571/t/bible-reference-for-destruction-of-the-wicked-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/video-library/id/1571/t/bible-reference-for-destruction-of-the-wicked-.html	(from https://www.helltruth.com/)
11:17:11	7713/7713	---M--	200	added ('OK')	image/jpeg	etag:%22jT6N4L+q1OzGhIuAO4PkcebjNgv7skSTh26gm/OAmWw%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/Bible-refs-for-destruction-of-wicked-media.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/Bible-refs-for-destruction-of-wicked-media.jpg	(from https://www.helltruth.com/)
11:17:11	7326/7326	---M--	200	added ('OK')	image/jpeg	etag:%22GQ1rWVsbvSiFibB5VIBsd27ZMtn0Nwtwv1r2noDcFd4%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/a-tale-about-hell-media.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/a-tale-about-hell-media.jpg	(from https://www.helltruth.com/)
11:17:12	25860/25860	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:10%20GMT	https://www.helltruth.com/q-a/id/1850/t/unquenchable-fire	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/q-a/id/1850/t/unquenchable-fire.html	(from https://www.helltruth.com/)
11:17:12	7968/7968	---M--	200	added ('OK')	image/jpeg	etag:%22nyfYl0a4fLYG4xSn932Pvusk/6ufmRMwlSvyyeiYaZY%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/unquenchable-fire-small-2.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/unquenchable-fire-small-2.jpg	(from https://www.helltruth.com/)
11:17:12	27102/27102	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:11%20GMT	https://www.helltruth.com/q-a/id/1847/t/the-rich-man-lazarus	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/q-a/id/1847/t/the-rich-man-lazarus.html	(from https://www.helltruth.com/)
11:17:13	11325/11325	---M--	200	added ('OK')	image/jpeg	etag:%22K0gIa1ydWtW16BshM/kfK3BtO0qJp27jm5rlpL6GlEo%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/rich-man-and-lazarus-small-2.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/rich-man-and-lazarus-small-2.jpg	(from https://www.helltruth.com/)
11:17:14	30734/30734	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:12%20GMT	https://www.helltruth.com/history/id/1856/t/results-of-the-immortal-soul-doctrine	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/history/id/1856/t/results-of-the-immortal-soul-doctrine.html	(from https://www.helltruth.com/)
11:17:14	9723/9723	---M--	200	added ('OK')	image/jpeg	etag:%221/MKfws9ni0Q28s54eWuqfNs2+GDehpzaW16QZv35Gc%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/immortality-of-the-soul-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/immortality-of-the-soul-small.jpg	(from https://www.helltruth.com/)
11:17:15	29898/29898	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:13%20GMT	https://www.helltruth.com/q-a/id/1849/t/does-so-many-people-believing-in-eternal-hell-fire-make-it-true-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/q-a/id/1849/t/does-so-many-people-believing-in-eternal-hell-fire-make-it-true-.html	(from https://www.helltruth.com/)
11:17:15	22750/22750	---M--	200	added ('OK')	image/jpeg	etag:%22GAvFOdSbIf4dW9Rw9uRusNN2Af+GELHs+zl7AKrFMUs%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/heaven-or-hell-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/heaven-or-hell-small.jpg	(from https://www.helltruth.com/)
11:17:15	26050/26050	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:14%20GMT	https://www.helltruth.com/free-resources/media/e/1101/t/how-long-will-heaven-and-hell-last-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/media/e/1101/t/how-long-will-heaven-and-hell-last-.html	(from https://www.helltruth.com/)
11:17:15	11124/11124	---M--	200	added ('OK')	image/jpeg	etag:%22iH+bhtcKQlVgc8xzsKyc239wX4zNP4xJzuuHC6sFHHE%22	https://manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/how-long-heaven-hell-last-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/how-long-heaven-hell-last-small.jpg	(from https://www.helltruth.com/)
11:17:16	23263/23263	---M--	200	added ('OK')	image/jpeg	etag:%22Jkox5EG+yY11b60gcMboUNwWObAOC9toDs32hwnETqY%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/Holy-Bible-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/Holy-Bible-small.jpg	(from https://www.helltruth.com/)
11:17:16	24786/24786	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:15%20GMT	https://www.helltruth.com/free-resources/media/e/1260/t/why-do-pastors-scare-people-about-hell-	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/media/e/1260/t/why-do-pastors-scare-people-about-hell-.html	(from https://www.helltruth.com/)
11:17:16	8738/8738	---M--	200	added ('OK')	image/jpeg	etag:%220iStGbqttNPcaaj+AtheNBzZJY4+2ZHoqseF0Imfa+o%22	https://manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/pastors-scare-people-about-hell-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/pastors-scare-people-about-hell-small.jpg	(from https://www.helltruth.com/)
11:17:16	44917/44917	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:15%20GMT	https://www.helltruth.com/free-resources/book/e/4/t/absent-from-the-body	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/book/e/4/t/absent-from-the-body.html	(from https://www.helltruth.com/)
11:17:16	12069/12069	---M--	200	added ('OK')	image/jpeg	etag:%22/CfJ+8Inn9Cs2JNASjyeQZHgEqLeOUE9T2SZWpFieOo%22	https://manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/absent-from-the-body-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/absent-from-the-body-small.jpg	(from https://www.helltruth.com/)
11:17:17	34290/34290	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:15%20GMT	https://www.helltruth.com/free-resources/media/e/652/t/no-place-to-hide---part-1	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/media/e/652/t/no-place-to-hide---part-1.html	(from https://www.helltruth.com/)
11:17:17	7849/7849	---M--	200	added ('OK')	image/jpeg	etag:%22DPDYYfXcIw38ID2RfI2QtsMut4DLrS3t/GAzJLwmaXk%22	https://manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/no-place-to-hide-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/no-place-to-hide-small.jpg	(from https://www.helltruth.com/)
11:17:17	31544/31544	---M--	200	added ('OK')	image/jpeg	etag:%22rYgoAZvEhLPvewC94SDAQiC0ijuASqhcQTL8cVuWbj8%22	https://manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hell-fire-untangled.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/helltruth/images/banners/hell-fire-untangled.jpg	(from https://www.helltruth.com/)
11:17:18	60178/60178	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:16%20GMT	https://www.helltruth.com/free-resources/book/e/48/t/spirits-of-the-dead	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/book/e/48/t/spirits-of-the-dead.html	(from https://www.helltruth.com/)
11:17:18	15369/15369	---M--	200	added ('OK')	image/jpeg	etag:%22VmAfxIIbgNGQqbvhNqguSPVgb2gyP8hRt8EA9Z/P7A0%22	https://manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/spirits-of-the-dead-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/spirits-of-the-dead-small.jpg	(from https://www.helltruth.com/)
11:17:18	57055/57055	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2014:17:17%20GMT	https://www.helltruth.com/free-resources/book/e/17/t/can-a-saved-man-choose-to-be-lost	C:/Meus%20Sites/clone_hell_truth/www.helltruth.com/free-resources/book/e/17/t/can-a-saved-man-choose-to-be-lost.html	(from https://www.helltruth.com/)
11:17:19	12185/12185	---M--	200	added ('OK')	image/jpeg	etag:%22RHH4BCg3wRsrWHso1Q50lFPgFcQosQ97/6ModzZzIuE%22	https://manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/saved-or-lost-small.jpg	C:/Meus%20Sites/clone_hell_truth/manna.amazingfacts.org/amazingfacts/website/medialibrary/images/mediascreenshots/saved-or-lost-small.jpg	(from https://www.helltruth.com/)
